@relation test

@attribute having_IP_Address  { 1,0 }
@attribute URL_Length   { 1,0,-1 }
@attribute Shortining_Service { 0,1 }
@attribute having_At_Symbol   { 0,1 }
@attribute double_slash_redirecting { 1,0 }
@attribute Prefix_Suffix  { -1,0,1 }
@attribute having_Sub_Domain  { -1,0,1 }
@attribute SSLfinal_State  { -1,1,0 }
@attribute Domain_registeration_length { 0,1,-1 }
@attribute Favicon { 0,1 }
@attribute port { 0,1 }
@attribute HTTPS_token { 1,0 }
@attribute Request_URL  { 1,-1 }
@attribute URL_of_Anchor { -1,0,1 }
@attribute Links_in_tags { 1,-1,0 }
@attribute SFH  { -1,1 }
@attribute Submitting_to_email { 1,0 }
@attribute Abnormal_URL { 1,0 }
@attribute Redirect  { 0,1 }
@attribute on_mouseover  { 0,1 }
@attribute RightClick  { 0,1 }
@attribute popUpWidnow  { 0,1 }
@attribute Iframe { 0,1 }
@attribute age_of_domain  { -1,0,1 }
@attribute DNSRecord   { 1,0 }
@attribute web_traffic  { -1,0,1 }
@attribute Page_Rank { -1,0,1 }
@attribute Google_Index { 0,1 }
@attribute Links_pointing_to_page { 1,0,-1 }
@attribute Statistical_report { 1,0 }
@attribute Result  { 1,-1 }


@data
0,-1,0,0,0,1,0,1,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-1
0,-1,0,0,0,-1,-1,-1,-1,1,1,0,1,-1,0,-1,1,0,0,0,0,1,0,-1,0,-1,-1,0,0,0,1
0,-1,0,0,0,0,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,0,0,1
0,1,0,0,0,-1,0,0,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,1
0,-1,0,0,0,-1,-1,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1
0,-1,0,0,0,0,1,1,0,1,1,0,-1,1,0,-1,1,0,0,0,0,1,1,1,1,1,-1,0,0,0,-1
0,1,0,0,0,0,-1,1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,-1
0,-1,0,0,0,1,-1,1,1,1,1,0,-1,1,0,-1,1,0,0,0,0,1,1,-1,0,-1,-1,0,0,0,-1
0,-1,0,0,0,0,-1,1,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,-1
0,-1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,1
0,-1,0,1,0,0,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,1
0,1,0,0,0,0,-1,1,-1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,-1
0,1,0,0,0,0,0,1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,1,1,1,0,0,0,-1
0,1,0,0,0,-1,0,-1,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,1,0,1
0,-1,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1
0,-1,0,0,0,-1,1,1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,-1
0,-1,0,0,0,0,1,1,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,-1
0,-1,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,1
1,1,1,0,1,0,-1,-1,-1,0,0,1,1,-1,0,1,0,1,1,0,0,0,0,-1,1,1,0,0,1,0,1
0,1,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,1,-1,0,0,0,0,0,0,0,1,1,-1,0,0,1,0,1
1,-1,1,0,1,-1,-1,-1,1,1,1,1,-1,-1,1,-1,1,1,1,0,0,1,1,-1,1,0,-1,0,1,0,1
1,1,1,0,1,-1,1,1,-1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,-1,0,1,0,1
0,-1,0,0,0,0,1,1,-1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,1,0,0,0,0,-1,-1,-1,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,1
0,-1,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,1
0,-1,0,0,0,-1,-1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,0,0,-1,1,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1
0,1,0,0,0,0,0,-1,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,1
0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-1
0,-1,0,0,0,-1,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,1,0,1
0,1,0,0,0,0,1,1,-1,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-1
0,-1,0,0,0,0,-1,1,-1,1,1,0,1,0,0,-1,1,0,0,0,0,1,0,1,1,1,-1,0,0,0,-1
0,-1,0,0,0,1,-1,1,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,-1
1,-1,1,0,1,0,0,1,-1,0,0,1,1,0,1,-1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,-1
0,1,0,1,0,0,-1,-1,-1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,-1,0,0,0,1
0,-1,0,0,0,0,0,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,1
0,-1,0,0,0,0,0,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1
0,-1,0,0,0,0,0,0,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,-1,-1,0,1,0,1
1,-1,1,0,1,0,0,1,1,0,0,1,-1,0,1,-1,0,1,1,0,0,0,0,0,0,1,-1,0,1,0,-1
0,-1,0,0,0,0,-1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
0,-1,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,-1,0,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,-1
1,1,1,0,1,1,-1,1,-1,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,1,-1,0,1,0,-1
0,1,0,0,0,1,0,1,-1,0,0,0,1,1,-1,1,0,0,0,0,0,0,0,-1,0,1,1,0,1,0,-1
0,-1,0,0,0,-1,-1,1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1
0,-1,0,0,0,0,0,0,0,1,1,0,1,-1,-1,-1,1,0,0,1,0,1,0,1,1,1,-1,0,1,1,1
0,-1,0,0,0,0,-1,1,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1
1,-1,1,0,1,1,1,1,-1,0,0,1,1,1,0,-1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,-1
0,-1,0,0,0,0,0,1,0,1,1,0,1,1,1,-1,1,0,0,1,0,1,0,-1,0,1,-1,0,1,1,-1
0,1,0,0,0,1,-1,1,-1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,-1
0,-1,0,1,0,0,-1,1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-1
0,-1,0,0,0,-1,1,1,-1,1,1,0,1,0,-1,-1,1,0,0,1,0,1,0,-1,1,0,-1,0,0,1,-1
0,-1,0,0,0,0,0,1,0,1,1,0,-1,1,1,-1,1,0,0,0,0,1,0,-1,1,1,-1,0,1,0,-1
0,1,0,0,0,0,0,1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,1,1,-1,0,0,0,-1
0,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,1,0,0,0,-1,0,-1,-1,0,0,0,1,-1,1,1,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,1
0,-1,0,0,0,-1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,1,0,1
0,-1,0,0,0,-1,-1,1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,-1
0,1,0,0,0,0,-1,1,-1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,-1
0,-1,0,0,0,-1,-1,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
0,-1,0,1,0,-1,-1,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,1
0,1,0,0,0,-1,0,0,-1,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1
0,-1,0,0,0,-1,1,-1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,-1
0,-1,0,0,0,-1,1,-1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,1
0,1,0,0,0,0,1,1,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1
0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1
0,-1,0,0,0,1,-1,1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,0,1,0,-1
0,-1,0,0,0,1,-1,1,-1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,-1,0,0,0,1,1,1,1,0,0,0,-1,1,1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,-1,0,0,0,-1,-1,1,1,1,1,0,-1,1,1,-1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,-1
0,-1,0,1,0,0,1,1,-1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,1,0,1,0,0,0,0,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1
0,-1,0,0,0,-1,-1,1,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1
0,-1,0,0,0,-1,0,0,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,-1,1,1,0,1
0,-1,0,0,0,0,-1,1,0,1,1,0,1,0,1,-1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,-1
0,-1,0,0,0,-1,0,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,1,0,0,1
0,1,0,0,0,-1,-1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,-1
0,1,0,0,0,-1,1,1,-1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,-1,0,0,0,0,1,1,-1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,-1
1,-1,1,0,1,1,-1,1,-1,0,0,1,1,0,0,-1,0,1,1,0,0,0,0,1,1,1,-1,0,1,0,-1
0,-1,0,0,0,0,0,1,0,1,1,0,1,0,0,-1,1,0,0,0,0,1,1,-1,1,1,1,0,1,1,-1
0,-1,0,0,0,0,1,1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
1,1,1,0,1,0,-1,1,-1,0,0,1,1,1,-1,1,0,1,1,0,0,0,0,-1,1,1,-1,0,1,0,-1
0,-1,0,0,0,-1,0,-1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,-1
0,-1,0,0,0,0,-1,1,1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,-1
0,1,0,0,0,1,-1,1,-1,1,1,0,1,1,-1,1,1,0,0,0,0,1,1,-1,0,1,-1,0,0,1,-1
0,-1,0,1,0,1,1,1,-1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,1,0,0,0,0,0,1,-1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,-1
0,-1,0,0,0,-1,-1,-1,1,1,1,0,-1,-1,0,-1,1,0,0,0,0,1,0,-1,1,-1,-1,1,0,1,1
0,-1,0,0,0,0,-1,-1,1,1,1,0,-1,0,0,-1,1,0,0,0,0,1,0,-1,0,-1,0,1,0,1,1
0,1,0,0,0,-1,1,1,-1,1,1,0,1,1,-1,1,1,0,0,0,0,1,0,1,0,1,-1,0,1,1,-1
0,-1,0,0,0,1,-1,1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,-1
0,-1,0,0,0,-1,0,1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1
0,1,0,0,0,-1,-1,1,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1
0,-1,0,0,0,-1,-1,-1,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,0,1,1,1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
0,-1,0,0,0,0,-1,1,1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
0,-1,0,0,0,0,-1,1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
0,-1,0,0,0,1,-1,1,-1,1,1,0,1,0,1,-1,1,0,0,0,0,1,1,1,0,1,-1,0,1,1,-1
0,-1,0,0,0,0,1,1,-1,1,1,0,1,0,-1,-1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,-1
0,-1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,0,0,1
0,1,0,0,0,0,-1,1,-1,1,1,0,1,0,-1,1,1,0,0,0,0,1,0,-1,0,1,0,0,1,1,-1
0,-1,0,0,0,-1,-1,1,0,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,-1,0,1,1,1,0,0,-1
0,-1,0,0,0,-1,0,-1,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,1,0,-1,1,0,0,1
0,-1,0,0,0,-1,-1,1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,-1
0,1,0,0,0,1,1,1,-1,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,-1
1,-1,1,0,1,0,1,1,0,0,0,1,-1,0,-1,-1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,-1
0,-1,0,0,0,0,1,1,-1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,0,-1,0,0,1,0,-1
0,-1,0,0,0,0,0,1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-1
0,1,0,1,0,0,1,1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
0,-1,0,0,0,-1,0,-1,-1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1
0,1,0,1,0,-1,0,-1,-1,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,-1,1,-1,-1,1,1,0,1
0,-1,0,0,0,-1,-1,1,-1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1
0,-1,0,0,0,1,1,1,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,1,0,-1,-1,0,1,0,-1
0,-1,0,0,0,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1
0,-1,0,0,0,-1,1,-1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,1,0,0,-1,0,1,0,-1
0,-1,0,0,0,0,-1,-1,1,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,1
0,1,0,0,0,0,-1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,-1
1,-1,1,0,1,0,-1,1,-1,0,0,1,1,0,1,-1,0,1,1,0,0,0,0,1,0,1,-1,0,1,0,-1
0,-1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,-1
0,-1,0,0,0,0,-1,1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1
0,1,0,0,0,0,-1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,1,1,0,0,0,-1
0,-1,0,0,0,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
0,-1,0,0,0,1,1,1,-1,0,0,0,1,1,-1,-1,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,-1
0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1
0,-1,0,0,0,-1,-1,1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,1,0,-1,0,1,0,-1
0,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,-1
1,-1,1,0,1,0,1,1,1,0,0,1,1,0,1,-1,0,1,1,0,0,0,0,1,1,1,-1,0,1,0,-1
0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,1
0,-1,0,0,0,0,-1,1,0,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,1,1,-1,1,1,0,-1
0,-1,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,1
1,-1,1,0,1,0,-1,1,1,0,0,1,1,0,1,-1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,-1
0,-1,0,0,0,0,-1,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1
0,-1,0,0,0,-1,0,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1
0,-1,0,0,0,-1,-1,-1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,-1,1,1,-1,0,0,0,1,0,-1,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,-1
0,-1,0,1,0,1,1,1,-1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
1,-1,1,0,1,1,1,1,-1,0,0,1,1,0,-1,-1,0,1,1,0,0,0,0,0,1,1,-1,0,1,0,-1
0,-1,0,0,0,0,-1,-1,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
0,-1,0,0,0,-1,-1,-1,-1,1,1,0,1,-1,0,-1,1,0,0,0,0,0,0,-1,1,1,-1,0,0,1,1
0,1,0,0,0,-1,0,0,-1,1,1,0,1,-1,0,1,1,0,0,0,0,0,0,1,1,0,-1,0,1,1,1
0,1,0,0,0,-1,-1,-1,0,0,0,0,1,-1,-1,1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,-1,-1,1,0,1,1,0,-1,0,-1,-1,1,0,0,0,0,0,0,0,1,0,-1,0,1,1,1
0,-1,0,0,0,0,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,-1
0,-1,0,0,0,-1,0,-1,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,0,0,1
0,-1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1
0,-1,0,0,0,0,1,1,1,0,0,0,1,1,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1
1,-1,1,0,1,1,0,1,-1,0,0,1,1,1,0,-1,0,1,1,0,0,0,0,0,1,1,-1,0,1,0,-1
0,-1,0,0,0,1,0,-1,-1,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-1
1,1,1,0,1,-1,0,0,0,0,0,1,-1,-1,1,1,0,1,1,0,0,0,0,0,0,-1,-1,0,0,0,1
0,-1,0,0,0,0,1,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,-1
0,-1,0,0,0,-1,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1
0,-1,0,0,0,0,-1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-1
0,-1,0,0,0,0,-1,1,-1,1,1,0,1,0,-1,-1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,-1
0,-1,0,0,0,0,0,1,1,0,0,0,-1,1,0,-1,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,-1
0,1,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,-1,1,0,-1,0,1,0,1
1,-1,1,0,1,-1,0,-1,1,0,0,1,-1,-1,1,-1,0,1,1,0,0,0,0,-1,0,-1,-1,0,0,0,1
0,-1,0,0,0,-1,-1,1,1,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1
1,-1,1,0,1,0,0,1,1,0,0,1,-1,1,0,-1,0,1,1,0,0,0,0,-1,1,1,-1,0,1,0,-1
0,-1,0,0,0,0,0,-1,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,1
0,-1,0,0,0,-1,-1,1,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-1
0,-1,0,0,0,-1,-1,1,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,1
0,1,0,0,0,-1,-1,-1,0,0,0,0,-1,-1,0,1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,1
0,-1,0,0,0,0,1,1,0,0,0,0,-1,0,1,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-1
0,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,1,0,1
0,-1,0,0,0,0,1,-1,0,1,1,0,1,1,1,-1,1,0,0,0,0,1,0,1,1,1,-1,0,1,1,-1
0,-1,0,0,0,0,0,0,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,1
1,1,1,0,1,0,0,0,-1,0,0,1,1,-1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1
0,1,0,0,0,-1,0,0,-1,1,1,0,1,-1,0,1,1,0,0,0,0,1,0,1,0,0,-1,0,0,1,1
0,-1,0,0,0,-1,-1,-1,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,1,1,-1,0,1,0,-1
0,-1,0,1,0,0,-1,-1,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,0,-1,-1,0,0,0,1
0,-1,0,0,0,0,1,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-1
0,-1,0,0,0,0,-1,-1,1,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,-1,0,1,-1,0,0,0,1
0,1,0,0,0,0,0,1,-1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,-1,0,1,0,0,0,1,-1
0,-1,0,0,0,-1,-1,-1,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,1,0,-1,0,1,0,1
0,-1,0,0,0,-1,-1,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,1
0,1,0,0,0,-1,-1,-1,-1,1,1,0,1,-1,0,1,1,0,0,0,0,1,0,-1,1,1,-1,0,1,1,1
0,1,0,0,0,0,0,0,0,1,1,0,-1,-1,0,1,1,0,0,0,0,1,0,1,1,-1,-1,0,0,1,1
0,-1,0,0,0,-1,0,-1,-1,0,0,0,1,-1,0,-1,0,0,0,0,0,1,0,-1,1,-1,-1,0,0,0,1
0,-1,0,0,0,1,1,1,1,0,0,0,-1,1,-1,-1,0,0,0,0,0,1,0,1,0,1,-1,0,0,0,-1
0,-1,0,0,0,0,-1,-1,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,-1,1,-1,-1,0,1,0,1
0,-1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,-1,1,1,-1,0,1,0,-1
1,-1,1,0,1,0,1,1,1,0,0,1,-1,0,0,-1,0,1,1,0,0,0,0,0,1,1,-1,1,1,0,-1
0,-1,0,0,0,0,-1,1,1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,-1
0,-1,0,0,0,-1,-1,-1,0,1,1,0,-1,-1,0,-1,1,0,0,0,0,1,0,-1,1,-1,-1,0,0,1,1
0,-1,0,0,0,1,-1,1,0,1,1,0,-1,1,0,-1,1,0,0,0,0,0,0,1,0,1,-1,0,0,1,-1
0,1,0,0,0,0,-1,1,-1,1,1,0,1,0,-1,1,1,0,0,0,0,1,0,-1,1,1,-1,0,1,1,-1
0,-1,0,0,0,1,-1,1,0,1,1,0,-1,1,-1,-1,1,0,0,0,0,1,0,1,0,1,-1,0,0,1,-1
0,-1,0,0,0,1,1,1,-1,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,1,0,-1
0,-1,0,0,0,-1,-1,-1,-1,1,1,0,1,0,-1,-1,1,0,0,0,0,1,0,-1,1,0,-1,0,0,1,1
0,-1,0,0,0,1,0,1,-1,0,0,0,1,0,0,-1,0,0,0,0,0,1,0,-1,1,1,-1,0,1,0,-1
0,-1,0,0,0,1,-1,1,0,1,1,0,1,1,-1,-1,1,0,0,0,0,1,0,1,0,1,-1,0,1,1,-1
0,-1,0,0,0,-1,0,0,1,0,0,0,-1,-1,0,-1,0,0,0,0,0,0,0,1,1,-1,-1,0,0,0,1
0,-1,0,0,0,-1,-1,-1,-1,1,1,0,1,-1,-1,-1,1,0,0,0,0,0,0,-1,1,1,-1,0,1,1,1
